"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Tioga County, NY"	"36107"	"2009"	"2009"	10	41371	Unreliable
	"Tioga County, NY"	"36107"	"2011"	"2011"	10	41549	Unreliable
	"Tioga County, NY"	"36107"	"2013"	"2013"	12	41075	Unreliable
	"Tioga County, NY"	"36107"	"2014"	"2014"	18	40982	Unreliable
	"Tioga County, NY"	"36107"	"2015"	"2015"	14	40690	Unreliable
	"Tioga County, NY"	"36107"	"2016"	"2016"	15	40191	Unreliable
	"Tompkins County, NY"	"36109"	"2008"	"2008"	10	86927	Unreliable
	"Tompkins County, NY"	"36109"	"2010"	"2010"	14	88295	Unreliable
	"Tompkins County, NY"	"36109"	"2011"	"2011"	19	89120	Unreliable
	"Tompkins County, NY"	"36109"	"2012"	"2012"	20	89599	22.3
	"Tompkins County, NY"	"36109"	"2013"	"2013"	12	90416	Unreliable
	"Tompkins County, NY"	"36109"	"2014"	"2014"	20	91568	21.8
	"Tompkins County, NY"	"36109"	"2015"	"2015"	23	92184	25.0
	"Tompkins County, NY"	"36109"	"2016"	"2016"	33	92143	35.8
	"Ulster County, NY"	"36111"	"1999"	"1999"	14	142080	Unreliable
	"Ulster County, NY"	"36111"	"2001"	"2001"	16	144335	Unreliable
	"Ulster County, NY"	"36111"	"2002"	"2002"	15	146259	Unreliable
	"Ulster County, NY"	"36111"	"2003"	"2003"	17	147536	Unreliable
	"Ulster County, NY"	"36111"	"2004"	"2004"	12	149055	Unreliable
	"Ulster County, NY"	"36111"	"2006"	"2006"	16	151423	Unreliable
	"Ulster County, NY"	"36111"	"2007"	"2007"	33	151893	21.7
	"Ulster County, NY"	"36111"	"2008"	"2008"	30	152703	19.6
	"Ulster County, NY"	"36111"	"2009"	"2009"	26	152851	17.0
	"Ulster County, NY"	"36111"	"2010"	"2010"	22	153070	14.4
	"Ulster County, NY"	"36111"	"2011"	"2011"	39	153741	25.4
	"Ulster County, NY"	"36111"	"2012"	"2012"	32	153710	20.8
	"Ulster County, NY"	"36111"	"2013"	"2013"	42	153446	27.4
	"Ulster County, NY"	"36111"	"2014"	"2014"	31	153451	20.2
	"Ulster County, NY"	"36111"	"2015"	"2015"	46	153498	30.0
	"Ulster County, NY"	"36111"	"2016"	"2016"	86	152949	56.2
	"Warren County, NY"	"36113"	"2006"	"2006"	12	54028	Unreliable
	"Warren County, NY"	"36113"	"2007"	"2007"	10	54438	Unreliable
	"Warren County, NY"	"36113"	"2008"	"2008"	12	54742	Unreliable
	"Warren County, NY"	"36113"	"2010"	"2010"	10	54878	Unreliable
	"Warren County, NY"	"36113"	"2011"	"2011"	10	55220	Unreliable
	"Warren County, NY"	"36113"	"2012"	"2012"	13	55178	Unreliable
	"Warren County, NY"	"36113"	"2013"	"2013"	11	55186	Unreliable
	"Warren County, NY"	"36113"	"2014"	"2014"	16	55028	Unreliable
	"Warren County, NY"	"36113"	"2015"	"2015"	11	54787	Unreliable
	"Warren County, NY"	"36113"	"2016"	"2016"	13	54813	Unreliable
	"Washington County, NY"	"36115"	"2008"	"2008"	13	52265	Unreliable
	"Washington County, NY"	"36115"	"2012"	"2012"	10	52584	Unreliable
	"Washington County, NY"	"36115"	"2013"	"2013"	12	52810	Unreliable
	"Washington County, NY"	"36115"	"2016"	"2016"	10	52091	Unreliable
	"Wayne County, NY"	"36117"	"2003"	"2003"	12	73648	Unreliable
	"Wayne County, NY"	"36117"	"2005"	"2005"	11	74241	Unreliable
	"Wayne County, NY"	"36117"	"2008"	"2008"	14	75331	Unreliable
	"Wayne County, NY"	"36117"	"2009"	"2009"	20	75507	26.5
	"Wayne County, NY"	"36117"	"2010"	"2010"	17	75823	Unreliable
	"Wayne County, NY"	"36117"	"2011"	"2011"	10	75981	Unreliable
	"Wayne County, NY"	"36117"	"2012"	"2012"	12	75803	Unreliable
	"Wayne County, NY"	"36117"	"2014"	"2014"	13	75560	Unreliable
	"Wayne County, NY"	"36117"	"2015"	"2015"	19	75198	Unreliable
	"Wayne County, NY"	"36117"	"2016"	"2016"	22	74690	29.5
	"Westchester County, NY"	"36119"	"1999"	"1999"	61	724741	8.4
	"Westchester County, NY"	"36119"	"2000"	"2000"	46	727467	6.3
	"Westchester County, NY"	"36119"	"2001"	"2001"	92	734337	12.5
	"Westchester County, NY"	"36119"	"2002"	"2002"	39	737498	5.3
	"Westchester County, NY"	"36119"	"2003"	"2003"	55	738975	7.4
	"Westchester County, NY"	"36119"	"2004"	"2004"	33	740411	4.5
	"Westchester County, NY"	"36119"	"2005"	"2005"	38	741718	5.1
	"Westchester County, NY"	"36119"	"2006"	"2006"	105	742459	14.1
	"Westchester County, NY"	"36119"	"2007"	"2007"	119	746008	16.0
	"Westchester County, NY"	"36119"	"2008"	"2008"	109	751169	14.5
	"Westchester County, NY"	"36119"	"2009"	"2009"	110	758300	14.5
	"Westchester County, NY"	"36119"	"2010"	"2010"	90	763022	11.8
	"Westchester County, NY"	"36119"	"2011"	"2011"	125	771249	16.2
	"Westchester County, NY"	"36119"	"2012"	"2012"	135	777506	17.4
	"Westchester County, NY"	"36119"	"2013"	"2013"	159	785688	20.2
	"Westchester County, NY"	"36119"	"2014"	"2014"	133	791411	16.8
	"Westchester County, NY"	"36119"	"2015"	"2015"	157	796096	19.7
	"Westchester County, NY"	"36119"	"2016"	"2016"	197	795938	24.8
	"Wyoming County, NY"	"36121"	"2013"	"2013"	10	34979	Unreliable
"---"
"Dataset: Multiple Cause of Death, 1999-2016"
"Query Parameters:"
"Title:"
"2013 Urbanization: All"
"Autopsy: All"
"Gender: All"
"Hispanic Origin: All"
"MCD - Drug/Alcohol Induced Causes: Drug-induced causes, Alcohol-induced causes"
"Place of Death: All"
"Race: All"
"States: New York (36)"
"Ten-Year Age Groups: 15-24 years, 25-34 years, 35-44 years, 45-54 years, 55-64 years, 65-74 years, 75-84 years, 85+ years"
"UCD - Drug/Alcohol Induced Causes: Drug-induced causes, Alcohol-induced causes"
"Weekday: All"
"Year/Month: All"
"Group By: County, Year"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information."
"---"
"Query Date: May 13, 2018 4:05:10 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death"
"1999-2016 on CDC WONDER Online Database, released December, 2017. Data are from the Multiple Cause of Death Files, 1999-2016, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/mcd-icd10.html on May 13, 2018 4:05:10 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows."
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#2014-Revision."
"2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality."
"3. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Unreliable."
"4. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Not Stated."
"5. The population figures for year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016"
"postcensal series released by NCHS on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for"
"year 2014 are bridged-race estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS"
"on June 30, 2015. The population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2013 postcensal series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013."
"Population figures for 2011 are bridged-race estimates of the July 1 resident population, from the county-level postcensal"
"Vintage 2011 series released by NCHS on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population"
"figures for years 2001 - 2009, are bridged-race estimates of the July 1 resident population, from the revised intercensal"
"county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts."
"Population figures for 1999 are from the 1990-1999 intercensal series of July 1 estimates. Population figures for Infant Age"
"Groups are the number of live births. <br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from"
"previously published reports, due to use of the population estimates which were available at the time of release."
