,State,State Code,Year,Year Code,Deaths,Population,Crude Rate,Text
0,Alabama,AL,1999.0,1999.0,443.0,4135201.0,11.0,"Alabama<br>Total Deaths: 443.0<br>Population: 4135201.0<br>Death Rate Per 100,000: 11.0<br>"
1,Alabama,AL,2000.0,2000.0,470.0,4151108.0,11.0,"Alabama<br>Total Deaths: 470.0<br>Population: 4151108.0<br>Death Rate Per 100,000: 11.0<br>"
2,Alabama,AL,2001.0,2001.0,489.0,4171010.0,12.0,"Alabama<br>Total Deaths: 489.0<br>Population: 4171010.0<br>Death Rate Per 100,000: 12.0<br>"
3,Alabama,AL,2002.0,2002.0,460.0,4184043.0,11.0,"Alabama<br>Total Deaths: 460.0<br>Population: 4184043.0<br>Death Rate Per 100,000: 11.0<br>"
4,Alabama,AL,2003.0,2003.0,472.0,4208287.0,11.0,"Alabama<br>Total Deaths: 472.0<br>Population: 4208287.0<br>Death Rate Per 100,000: 11.0<br>"
5,Alabama,AL,2004.0,2004.0,577.0,4234759.0,14.0,"Alabama<br>Total Deaths: 577.0<br>Population: 4234759.0<br>Death Rate Per 100,000: 14.0<br>"
6,Alabama,AL,2005.0,2005.0,587.0,4273364.0,14.0,"Alabama<br>Total Deaths: 587.0<br>Population: 4273364.0<br>Death Rate Per 100,000: 14.0<br>"
7,Alabama,AL,2006.0,2006.0,711.0,4331759.0,16.0,"Alabama<br>Total Deaths: 711.0<br>Population: 4331759.0<br>Death Rate Per 100,000: 16.0<br>"
8,Alabama,AL,2007.0,2007.0,807.0,4372540.0,18.0,"Alabama<br>Total Deaths: 807.0<br>Population: 4372540.0<br>Death Rate Per 100,000: 18.0<br>"
9,Alabama,AL,2008.0,2008.0,896.0,4413364.0,20.0,"Alabama<br>Total Deaths: 896.0<br>Population: 4413364.0<br>Death Rate Per 100,000: 20.0<br>"
10,Alabama,AL,2009.0,2009.0,923.0,4452526.0,21.0,"Alabama<br>Total Deaths: 923.0<br>Population: 4452526.0<br>Death Rate Per 100,000: 21.0<br>"
11,Alabama,AL,2010.0,2010.0,850.0,4474779.0,19.0,"Alabama<br>Total Deaths: 850.0<br>Population: 4474779.0<br>Death Rate Per 100,000: 19.0<br>"
12,Alabama,AL,2011.0,2011.0,852.0,4498835.0,19.0,"Alabama<br>Total Deaths: 852.0<br>Population: 4498835.0<br>Death Rate Per 100,000: 19.0<br>"
13,Alabama,AL,2012.0,2012.0,910.0,4516756.0,20.0,"Alabama<br>Total Deaths: 910.0<br>Population: 4516756.0<br>Death Rate Per 100,000: 20.0<br>"
14,Alabama,AL,2013.0,2013.0,907.0,4536618.0,20.0,"Alabama<br>Total Deaths: 907.0<br>Population: 4536618.0<br>Death Rate Per 100,000: 20.0<br>"
15,Alabama,AL,2014.0,2014.0,1110.0,4554672.0,24.0,"Alabama<br>Total Deaths: 1110.0<br>Population: 4554672.0<br>Death Rate Per 100,000: 24.0<br>"
16,Alabama,AL,2015.0,2015.0,1124.0,4566006.0,25.0,"Alabama<br>Total Deaths: 1124.0<br>Population: 4566006.0<br>Death Rate Per 100,000: 25.0<br>"
17,Alabama,AL,2016.0,2016.0,1248.0,4570735.0,27.0,"Alabama<br>Total Deaths: 1248.0<br>Population: 4570735.0<br>Death Rate Per 100,000: 27.0<br>"
18,Alaska,AK,1999.0,1999.0,150.0,576843.0,26.0,"Alaska<br>Total Deaths: 150.0<br>Population: 576843.0<br>Death Rate Per 100,000: 26.0<br>"
19,Alaska,AK,2000.0,2000.0,156.0,579341.0,27.0,"Alaska<br>Total Deaths: 156.0<br>Population: 579341.0<br>Death Rate Per 100,000: 27.0<br>"
20,Alaska,AK,2001.0,2001.0,191.0,586538.0,33.0,"Alaska<br>Total Deaths: 191.0<br>Population: 586538.0<br>Death Rate Per 100,000: 33.0<br>"
21,Alaska,AK,2002.0,2002.0,210.0,594900.0,35.0,"Alaska<br>Total Deaths: 210.0<br>Population: 594900.0<br>Death Rate Per 100,000: 35.0<br>"
22,Alaska,AK,2003.0,2003.0,208.0,600804.0,35.0,"Alaska<br>Total Deaths: 208.0<br>Population: 600804.0<br>Death Rate Per 100,000: 35.0<br>"
23,Alaska,AK,2004.0,2004.0,196.0,611029.0,32.0,"Alaska<br>Total Deaths: 196.0<br>Population: 611029.0<br>Death Rate Per 100,000: 32.0<br>"
24,Alaska,AK,2005.0,2005.0,206.0,618017.0,33.0,"Alaska<br>Total Deaths: 206.0<br>Population: 618017.0<br>Death Rate Per 100,000: 33.0<br>"
25,Alaska,AK,2006.0,2006.0,228.0,625861.0,36.0,"Alaska<br>Total Deaths: 228.0<br>Population: 625861.0<br>Death Rate Per 100,000: 36.0<br>"
26,Alaska,AK,2007.0,2007.0,219.0,630081.0,35.0,"Alaska<br>Total Deaths: 219.0<br>Population: 630081.0<br>Death Rate Per 100,000: 35.0<br>"
27,Alaska,AK,2008.0,2008.0,278.0,636336.0,44.0,"Alaska<br>Total Deaths: 278.0<br>Population: 636336.0<br>Death Rate Per 100,000: 44.0<br>"
28,Alaska,AK,2009.0,2009.0,281.0,645773.0,44.0,"Alaska<br>Total Deaths: 281.0<br>Population: 645773.0<br>Death Rate Per 100,000: 44.0<br>"
29,Alaska,AK,2010.0,2010.0,206.0,656235.0,31.0,"Alaska<br>Total Deaths: 206.0<br>Population: 656235.0<br>Death Rate Per 100,000: 31.0<br>"
30,Alaska,AK,2011.0,2011.0,237.0,668175.0,35.0,"Alaska<br>Total Deaths: 237.0<br>Population: 668175.0<br>Death Rate Per 100,000: 35.0<br>"
31,Alaska,AK,2012.0,2012.0,254.0,676658.0,38.0,"Alaska<br>Total Deaths: 254.0<br>Population: 676658.0<br>Death Rate Per 100,000: 38.0<br>"
32,Alaska,AK,2013.0,2013.0,236.0,679740.0,35.0,"Alaska<br>Total Deaths: 236.0<br>Population: 679740.0<br>Death Rate Per 100,000: 35.0<br>"
33,Alaska,AK,2014.0,2014.0,266.0,682024.0,39.0,"Alaska<br>Total Deaths: 266.0<br>Population: 682024.0<br>Death Rate Per 100,000: 39.0<br>"
34,Alaska,AK,2015.0,2015.0,287.0,682983.0,42.0,"Alaska<br>Total Deaths: 287.0<br>Population: 682983.0<br>Death Rate Per 100,000: 42.0<br>"
35,Alaska,AK,2016.0,2016.0,321.0,687779.0,47.0,"Alaska<br>Total Deaths: 321.0<br>Population: 687779.0<br>Death Rate Per 100,000: 47.0<br>"
36,Arizona,AZ,1999.0,1999.0,1023.0,4647735.0,22.0,"Arizona<br>Total Deaths: 1023.0<br>Population: 4647735.0<br>Death Rate Per 100,000: 22.0<br>"
37,Arizona,AZ,2000.0,2000.0,1028.0,4748246.0,22.0,"Arizona<br>Total Deaths: 1028.0<br>Population: 4748246.0<br>Death Rate Per 100,000: 22.0<br>"
38,Arizona,AZ,2001.0,2001.0,1043.0,4879413.0,21.0,"Arizona<br>Total Deaths: 1043.0<br>Population: 4879413.0<br>Death Rate Per 100,000: 21.0<br>"
39,Arizona,AZ,2002.0,2002.0,1175.0,4991237.0,24.0,"Arizona<br>Total Deaths: 1175.0<br>Population: 4991237.0<br>Death Rate Per 100,000: 24.0<br>"
40,Arizona,AZ,2003.0,2003.0,1304.0,5093755.0,26.0,"Arizona<br>Total Deaths: 1304.0<br>Population: 5093755.0<br>Death Rate Per 100,000: 26.0<br>"
41,Arizona,AZ,2004.0,2004.0,1388.0,5222373.0,27.0,"Arizona<br>Total Deaths: 1388.0<br>Population: 5222373.0<br>Death Rate Per 100,000: 27.0<br>"
42,Arizona,AZ,2005.0,2005.0,1511.0,5391970.0,28.0,"Arizona<br>Total Deaths: 1511.0<br>Population: 5391970.0<br>Death Rate Per 100,000: 28.0<br>"
43,Arizona,AZ,2006.0,2006.0,1613.0,5569394.0,29.0,"Arizona<br>Total Deaths: 1613.0<br>Population: 5569394.0<br>Death Rate Per 100,000: 29.0<br>"
44,Arizona,AZ,2007.0,2007.0,1724.0,5698001.0,30.0,"Arizona<br>Total Deaths: 1724.0<br>Population: 5698001.0<br>Death Rate Per 100,000: 30.0<br>"
45,Arizona,AZ,2008.0,2008.0,1636.0,5806551.0,28.0,"Arizona<br>Total Deaths: 1636.0<br>Population: 5806551.0<br>Death Rate Per 100,000: 28.0<br>"
46,Arizona,AZ,2009.0,2009.0,1840.0,5879736.0,31.0,"Arizona<br>Total Deaths: 1840.0<br>Population: 5879736.0<br>Death Rate Per 100,000: 31.0<br>"
47,Arizona,AZ,2010.0,2010.0,2127.0,5936302.0,36.0,"Arizona<br>Total Deaths: 2127.0<br>Population: 5936302.0<br>Death Rate Per 100,000: 36.0<br>"
48,Arizona,AZ,2011.0,2011.0,2125.0,6032321.0,35.0,"Arizona<br>Total Deaths: 2125.0<br>Population: 6032321.0<br>Death Rate Per 100,000: 35.0<br>"
49,Arizona,AZ,2012.0,2012.0,2260.0,6113622.0,37.0,"Arizona<br>Total Deaths: 2260.0<br>Population: 6113622.0<br>Death Rate Per 100,000: 37.0<br>"
50,Arizona,AZ,2013.0,2013.0,2442.0,6194866.0,39.0,"Arizona<br>Total Deaths: 2442.0<br>Population: 6194866.0<br>Death Rate Per 100,000: 39.0<br>"
51,Arizona,AZ,2014.0,2014.0,2444.0,6300596.0,39.0,"Arizona<br>Total Deaths: 2444.0<br>Population: 6300596.0<br>Death Rate Per 100,000: 39.0<br>"
52,Arizona,AZ,2015.0,2015.0,2626.0,6398821.0,41.0,"Arizona<br>Total Deaths: 2626.0<br>Population: 6398821.0<br>Death Rate Per 100,000: 41.0<br>"
53,Arizona,AZ,2016.0,2016.0,2824.0,6491752.0,44.0,"Arizona<br>Total Deaths: 2824.0<br>Population: 6491752.0<br>Death Rate Per 100,000: 44.0<br>"
54,Arkansas,AR,1999.0,1999.0,237.0,2470733.0,10.0,"Arkansas<br>Total Deaths: 237.0<br>Population: 2470733.0<br>Death Rate Per 100,000: 10.0<br>"
55,Arkansas,AR,2000.0,2000.0,263.0,2491815.0,11.0,"Arkansas<br>Total Deaths: 263.0<br>Population: 2491815.0<br>Death Rate Per 100,000: 11.0<br>"
56,Arkansas,AR,2001.0,2001.0,290.0,2509545.0,12.0,"Arkansas<br>Total Deaths: 290.0<br>Population: 2509545.0<br>Death Rate Per 100,000: 12.0<br>"
57,Arkansas,AR,2002.0,2002.0,321.0,2523217.0,13.0,"Arkansas<br>Total Deaths: 321.0<br>Population: 2523217.0<br>Death Rate Per 100,000: 13.0<br>"
58,Arkansas,AR,2003.0,2003.0,341.0,2540729.0,13.0,"Arkansas<br>Total Deaths: 341.0<br>Population: 2540729.0<br>Death Rate Per 100,000: 13.0<br>"
59,Arkansas,AR,2004.0,2004.0,377.0,2563076.0,15.0,"Arkansas<br>Total Deaths: 377.0<br>Population: 2563076.0<br>Death Rate Per 100,000: 15.0<br>"
60,Arkansas,AR,2005.0,2005.0,432.0,2591340.0,17.0,"Arkansas<br>Total Deaths: 432.0<br>Population: 2591340.0<br>Death Rate Per 100,000: 17.0<br>"
61,Arkansas,AR,2006.0,2006.0,476.0,2629052.0,18.0,"Arkansas<br>Total Deaths: 476.0<br>Population: 2629052.0<br>Death Rate Per 100,000: 18.0<br>"
62,Arkansas,AR,2007.0,2007.0,499.0,2653709.0,19.0,"Arkansas<br>Total Deaths: 499.0<br>Population: 2653709.0<br>Death Rate Per 100,000: 19.0<br>"
63,Arkansas,AR,2008.0,2008.0,590.0,2677401.0,22.0,"Arkansas<br>Total Deaths: 590.0<br>Population: 2677401.0<br>Death Rate Per 100,000: 22.0<br>"
64,Arkansas,AR,2009.0,2009.0,556.0,2698856.0,21.0,"Arkansas<br>Total Deaths: 556.0<br>Population: 2698856.0<br>Death Rate Per 100,000: 21.0<br>"
65,Arkansas,AR,2010.0,2010.0,553.0,2718229.0,20.0,"Arkansas<br>Total Deaths: 553.0<br>Population: 2718229.0<br>Death Rate Per 100,000: 20.0<br>"
66,Arkansas,AR,2011.0,2011.0,551.0,2741634.0,20.0,"Arkansas<br>Total Deaths: 551.0<br>Population: 2741634.0<br>Death Rate Per 100,000: 20.0<br>"
67,Arkansas,AR,2012.0,2012.0,573.0,2755112.0,21.0,"Arkansas<br>Total Deaths: 573.0<br>Population: 2755112.0<br>Death Rate Per 100,000: 21.0<br>"
68,Arkansas,AR,2013.0,2013.0,532.0,2766457.0,19.0,"Arkansas<br>Total Deaths: 532.0<br>Population: 2766457.0<br>Death Rate Per 100,000: 19.0<br>"
69,Arkansas,AR,2014.0,2014.0,581.0,2774748.0,21.0,"Arkansas<br>Total Deaths: 581.0<br>Population: 2774748.0<br>Death Rate Per 100,000: 21.0<br>"
70,Arkansas,AR,2015.0,2015.0,667.0,2787346.0,24.0,"Arkansas<br>Total Deaths: 667.0<br>Population: 2787346.0<br>Death Rate Per 100,000: 24.0<br>"
71,Arkansas,AR,2016.0,2016.0,708.0,2797971.0,25.0,"Arkansas<br>Total Deaths: 708.0<br>Population: 2797971.0<br>Death Rate Per 100,000: 25.0<br>"
72,California,CA,1999.0,1999.0,6364.0,30987057.0,21.0,"California<br>Total Deaths: 6364.0<br>Population: 30987057.0<br>Death Rate Per 100,000: 21.0<br>"
73,California,CA,2000.0,2000.0,5693.0,31384667.0,18.0,"California<br>Total Deaths: 5693.0<br>Population: 31384667.0<br>Death Rate Per 100,000: 18.0<br>"
74,California,CA,2001.0,2001.0,4897.0,31990160.0,15.0,"California<br>Total Deaths: 4897.0<br>Population: 31990160.0<br>Death Rate Per 100,000: 15.0<br>"
75,California,CA,2002.0,2002.0,6951.0,32379562.0,21.0,"California<br>Total Deaths: 6951.0<br>Population: 32379562.0<br>Death Rate Per 100,000: 21.0<br>"
76,California,CA,2003.0,2003.0,7358.0,32735418.0,22.0,"California<br>Total Deaths: 7358.0<br>Population: 32735418.0<br>Death Rate Per 100,000: 22.0<br>"
77,California,CA,2004.0,2004.0,7377.0,33032811.0,22.0,"California<br>Total Deaths: 7377.0<br>Population: 33032811.0<br>Death Rate Per 100,000: 22.0<br>"
78,California,CA,2005.0,2005.0,7743.0,33272328.0,23.0,"California<br>Total Deaths: 7743.0<br>Population: 33272328.0<br>Death Rate Per 100,000: 23.0<br>"
79,California,CA,2006.0,2006.0,7944.0,33481781.0,24.0,"California<br>Total Deaths: 7944.0<br>Population: 33481781.0<br>Death Rate Per 100,000: 24.0<br>"
80,California,CA,2007.0,2007.0,8197.0,33704568.0,24.0,"California<br>Total Deaths: 8197.0<br>Population: 33704568.0<br>Death Rate Per 100,000: 24.0<br>"
81,California,CA,2008.0,2008.0,8313.0,34043276.0,24.0,"California<br>Total Deaths: 8313.0<br>Population: 34043276.0<br>Death Rate Per 100,000: 24.0<br>"
82,California,CA,2009.0,2009.0,8529.0,34416508.0,25.0,"California<br>Total Deaths: 8529.0<br>Population: 34416508.0<br>Death Rate Per 100,000: 25.0<br>"
83,California,CA,2010.0,2010.0,8544.0,34722623.0,25.0,"California<br>Total Deaths: 8544.0<br>Population: 34722623.0<br>Death Rate Per 100,000: 25.0<br>"
84,California,CA,2011.0,2011.0,8915.0,35153126.0,25.0,"California<br>Total Deaths: 8915.0<br>Population: 35153126.0<br>Death Rate Per 100,000: 25.0<br>"
85,California,CA,2012.0,2012.0,8718.0,35499933.0,25.0,"California<br>Total Deaths: 8718.0<br>Population: 35499933.0<br>Death Rate Per 100,000: 25.0<br>"
86,California,CA,2013.0,2013.0,9300.0,35824985.0,26.0,"California<br>Total Deaths: 9300.0<br>Population: 35824985.0<br>Death Rate Per 100,000: 26.0<br>"
87,California,CA,2014.0,2014.0,9557.0,36286773.0,26.0,"California<br>Total Deaths: 9557.0<br>Population: 36286773.0<br>Death Rate Per 100,000: 26.0<br>"
88,California,CA,2015.0,2015.0,10164.0,36636066.0,28.0,"California<br>Total Deaths: 10164.0<br>Population: 36636066.0<br>Death Rate Per 100,000: 28.0<br>"
89,California,CA,2016.0,2016.0,10140.0,36762645.0,28.0,"California<br>Total Deaths: 10140.0<br>Population: 36762645.0<br>Death Rate Per 100,000: 28.0<br>"
90,Colorado,CO,1999.0,1999.0,843.0,3934800.0,21.0,"Colorado<br>Total Deaths: 843.0<br>Population: 3934800.0<br>Death Rate Per 100,000: 21.0<br>"
91,Colorado,CO,2000.0,2000.0,816.0,4003756.0,20.0,"Colorado<br>Total Deaths: 816.0<br>Population: 4003756.0<br>Death Rate Per 100,000: 20.0<br>"
92,Colorado,CO,2001.0,2001.0,955.0,4116458.0,23.0,"Colorado<br>Total Deaths: 955.0<br>Population: 4116458.0<br>Death Rate Per 100,000: 23.0<br>"
93,Colorado,CO,2002.0,2002.0,987.0,4174227.0,24.0,"Colorado<br>Total Deaths: 987.0<br>Population: 4174227.0<br>Death Rate Per 100,000: 24.0<br>"
94,Colorado,CO,2003.0,2003.0,1044.0,4206390.0,25.0,"Colorado<br>Total Deaths: 1044.0<br>Population: 4206390.0<br>Death Rate Per 100,000: 25.0<br>"
95,Colorado,CO,2004.0,2004.0,1045.0,4249027.0,25.0,"Colorado<br>Total Deaths: 1045.0<br>Population: 4249027.0<br>Death Rate Per 100,000: 25.0<br>"
96,Colorado,CO,2005.0,2005.0,1137.0,4301031.0,26.0,"Colorado<br>Total Deaths: 1137.0<br>Population: 4301031.0<br>Death Rate Per 100,000: 26.0<br>"
97,Colorado,CO,2006.0,2006.0,1185.0,4385953.0,27.0,"Colorado<br>Total Deaths: 1185.0<br>Population: 4385953.0<br>Death Rate Per 100,000: 27.0<br>"
98,Colorado,CO,2007.0,2007.0,1357.0,4464026.0,30.0,"Colorado<br>Total Deaths: 1357.0<br>Population: 4464026.0<br>Death Rate Per 100,000: 30.0<br>"
99,Colorado,CO,2008.0,2008.0,1435.0,4546873.0,32.0,"Colorado<br>Total Deaths: 1435.0<br>Population: 4546873.0<br>Death Rate Per 100,000: 32.0<br>"
100,Colorado,CO,2009.0,2009.0,1469.0,4628467.0,32.0,"Colorado<br>Total Deaths: 1469.0<br>Population: 4628467.0<br>Death Rate Per 100,000: 32.0<br>"
101,Colorado,CO,2010.0,2010.0,1408.0,4685236.0,30.0,"Colorado<br>Total Deaths: 1408.0<br>Population: 4685236.0<br>Death Rate Per 100,000: 30.0<br>"
102,Colorado,CO,2011.0,2011.0,1570.0,4774642.0,33.0,"Colorado<br>Total Deaths: 1570.0<br>Population: 4774642.0<br>Death Rate Per 100,000: 33.0<br>"
103,Colorado,CO,2012.0,2012.0,1573.0,4850014.0,32.0,"Colorado<br>Total Deaths: 1573.0<br>Population: 4850014.0<br>Death Rate Per 100,000: 32.0<br>"
104,Colorado,CO,2013.0,2013.0,1650.0,4933231.0,33.0,"Colorado<br>Total Deaths: 1650.0<br>Population: 4933231.0<br>Death Rate Per 100,000: 33.0<br>"
105,Colorado,CO,2014.0,2014.0,1728.0,5020935.0,34.0,"Colorado<br>Total Deaths: 1728.0<br>Population: 5020935.0<br>Death Rate Per 100,000: 34.0<br>"
106,Colorado,CO,2015.0,2015.0,1750.0,5120967.0,34.0,"Colorado<br>Total Deaths: 1750.0<br>Population: 5120967.0<br>Death Rate Per 100,000: 34.0<br>"
107,Colorado,CO,2016.0,2016.0,1887.0,5203081.0,36.0,"Colorado<br>Total Deaths: 1887.0<br>Population: 5203081.0<br>Death Rate Per 100,000: 36.0<br>"
108,Connecticut,CT,1999.0,1999.0,505.0,3163584.0,16.0,"Connecticut<br>Total Deaths: 505.0<br>Population: 3163584.0<br>Death Rate Per 100,000: 16.0<br>"
109,Connecticut,CT,2000.0,2000.0,530.0,3182221.0,17.0,"Connecticut<br>Total Deaths: 530.0<br>Population: 3182221.0<br>Death Rate Per 100,000: 17.0<br>"
110,Connecticut,CT,2001.0,2001.0,486.0,3212747.0,15.0,"Connecticut<br>Total Deaths: 486.0<br>Population: 3212747.0<br>Death Rate Per 100,000: 15.0<br>"
111,Connecticut,CT,2002.0,2002.0,574.0,3241480.0,18.0,"Connecticut<br>Total Deaths: 574.0<br>Population: 3241480.0<br>Death Rate Per 100,000: 18.0<br>"
112,Connecticut,CT,2003.0,2003.0,522.0,3267470.0,16.0,"Connecticut<br>Total Deaths: 522.0<br>Population: 3267470.0<br>Death Rate Per 100,000: 16.0<br>"
113,Connecticut,CT,2004.0,2004.0,548.0,3281647.0,17.0,"Connecticut<br>Total Deaths: 548.0<br>Population: 3281647.0<br>Death Rate Per 100,000: 17.0<br>"
114,Connecticut,CT,2005.0,2005.0,537.0,3295641.0,16.0,"Connecticut<br>Total Deaths: 537.0<br>Population: 3295641.0<br>Death Rate Per 100,000: 16.0<br>"
115,Connecticut,CT,2006.0,2006.0,644.0,3308648.0,19.0,"Connecticut<br>Total Deaths: 644.0<br>Population: 3308648.0<br>Death Rate Per 100,000: 19.0<br>"
116,Connecticut,CT,2007.0,2007.0,658.0,3319944.0,20.0,"Connecticut<br>Total Deaths: 658.0<br>Population: 3319944.0<br>Death Rate Per 100,000: 20.0<br>"
117,Connecticut,CT,2008.0,2008.0,625.0,3340043.0,19.0,"Connecticut<br>Total Deaths: 625.0<br>Population: 3340043.0<br>Death Rate Per 100,000: 19.0<br>"
118,Connecticut,CT,2009.0,2009.0,618.0,3358606.0,18.0,"Connecticut<br>Total Deaths: 618.0<br>Population: 3358606.0<br>Death Rate Per 100,000: 18.0<br>"
119,Connecticut,CT,2010.0,2010.0,564.0,3371991.0,17.0,"Connecticut<br>Total Deaths: 564.0<br>Population: 3371991.0<br>Death Rate Per 100,000: 17.0<br>"
120,Connecticut,CT,2011.0,2011.0,603.0,3383613.0,18.0,"Connecticut<br>Total Deaths: 603.0<br>Population: 3383613.0<br>Death Rate Per 100,000: 18.0<br>"
121,Connecticut,CT,2012.0,2012.0,637.0,3396891.0,19.0,"Connecticut<br>Total Deaths: 637.0<br>Population: 3396891.0<br>Death Rate Per 100,000: 19.0<br>"
122,Connecticut,CT,2013.0,2013.0,881.0,3404143.0,26.0,"Connecticut<br>Total Deaths: 881.0<br>Population: 3404143.0<br>Death Rate Per 100,000: 26.0<br>"
123,Connecticut,CT,2014.0,2014.0,941.0,3407240.0,28.0,"Connecticut<br>Total Deaths: 941.0<br>Population: 3407240.0<br>Death Rate Per 100,000: 28.0<br>"
124,Connecticut,CT,2015.0,2015.0,1166.0,3403266.0,34.0,"Connecticut<br>Total Deaths: 1166.0<br>Population: 3403266.0<br>Death Rate Per 100,000: 34.0<br>"
125,Connecticut,CT,2016.0,2016.0,1329.0,3391131.0,39.0,"Connecticut<br>Total Deaths: 1329.0<br>Population: 3391131.0<br>Death Rate Per 100,000: 39.0<br>"
126,Delaware,DE,1999.0,1999.0,115.0,723921.0,16.0,"Delaware<br>Total Deaths: 115.0<br>Population: 723921.0<br>Death Rate Per 100,000: 16.0<br>"
127,Delaware,DE,2000.0,2000.0,111.0,732069.0,15.0,"Delaware<br>Total Deaths: 111.0<br>Population: 732069.0<br>Death Rate Per 100,000: 15.0<br>"
128,Delaware,DE,2001.0,2001.0,139.0,744000.0,19.0,"Delaware<br>Total Deaths: 139.0<br>Population: 744000.0<br>Death Rate Per 100,000: 19.0<br>"
129,Delaware,DE,2002.0,2002.0,161.0,753797.0,21.0,"Delaware<br>Total Deaths: 161.0<br>Population: 753797.0<br>Death Rate Per 100,000: 21.0<br>"
130,Delaware,DE,2003.0,2003.0,154.0,764983.0,20.0,"Delaware<br>Total Deaths: 154.0<br>Population: 764983.0<br>Death Rate Per 100,000: 20.0<br>"
131,Delaware,DE,2004.0,2004.0,143.0,776910.0,18.0,"Delaware<br>Total Deaths: 143.0<br>Population: 776910.0<br>Death Rate Per 100,000: 18.0<br>"
132,Delaware,DE,2005.0,2005.0,124.0,790334.0,16.0,"Delaware<br>Total Deaths: 124.0<br>Population: 790334.0<br>Death Rate Per 100,000: 16.0<br>"
133,Delaware,DE,2006.0,2006.0,141.0,804054.0,18.0,"Delaware<br>Total Deaths: 141.0<br>Population: 804054.0<br>Death Rate Per 100,000: 18.0<br>"
134,Delaware,DE,2007.0,2007.0,158.0,815752.0,19.0,"Delaware<br>Total Deaths: 158.0<br>Population: 815752.0<br>Death Rate Per 100,000: 19.0<br>"
135,Delaware,DE,2008.0,2008.0,200.0,827487.0,24.0,"Delaware<br>Total Deaths: 200.0<br>Population: 827487.0<br>Death Rate Per 100,000: 24.0<br>"
136,Delaware,DE,2009.0,2009.0,208.0,835371.0,25.0,"Delaware<br>Total Deaths: 208.0<br>Population: 835371.0<br>Death Rate Per 100,000: 25.0<br>"
137,Delaware,DE,2010.0,2010.0,221.0,842048.0,26.0,"Delaware<br>Total Deaths: 221.0<br>Population: 842048.0<br>Death Rate Per 100,000: 26.0<br>"
138,Delaware,DE,2011.0,2011.0,228.0,851406.0,27.0,"Delaware<br>Total Deaths: 228.0<br>Population: 851406.0<br>Death Rate Per 100,000: 27.0<br>"
139,Delaware,DE,2012.0,2012.0,210.0,860813.0,24.0,"Delaware<br>Total Deaths: 210.0<br>Population: 860813.0<br>Death Rate Per 100,000: 24.0<br>"
140,Delaware,DE,2013.0,2013.0,233.0,869430.0,27.0,"Delaware<br>Total Deaths: 233.0<br>Population: 869430.0<br>Death Rate Per 100,000: 27.0<br>"
141,Delaware,DE,2014.0,2014.0,280.0,879263.0,32.0,"Delaware<br>Total Deaths: 280.0<br>Population: 879263.0<br>Death Rate Per 100,000: 32.0<br>"
142,Delaware,DE,2015.0,2015.0,287.0,890096.0,32.0,"Delaware<br>Total Deaths: 287.0<br>Population: 890096.0<br>Death Rate Per 100,000: 32.0<br>"
143,Delaware,DE,2016.0,2016.0,392.0,897231.0,44.0,"Delaware<br>Total Deaths: 392.0<br>Population: 897231.0<br>Death Rate Per 100,000: 44.0<br>"
144,District of Columbia,DC,1999.0,1999.0,131.0,537315.0,24.0,"District of Columbia<br>Total Deaths: 131.0<br>Population: 537315.0<br>Death Rate Per 100,000: 24.0<br>"
145,District of Columbia,DC,2000.0,2000.0,196.0,539523.0,36.0,"District of Columbia<br>Total Deaths: 196.0<br>Population: 539523.0<br>Death Rate Per 100,000: 36.0<br>"
146,District of Columbia,DC,2001.0,2001.0,221.0,542108.0,41.0,"District of Columbia<br>Total Deaths: 221.0<br>Population: 542108.0<br>Death Rate Per 100,000: 41.0<br>"
147,District of Columbia,DC,2002.0,2002.0,186.0,540818.0,34.0,"District of Columbia<br>Total Deaths: 186.0<br>Population: 540818.0<br>Death Rate Per 100,000: 34.0<br>"
148,District of Columbia,DC,2003.0,2003.0,219.0,536949.0,41.0,"District of Columbia<br>Total Deaths: 219.0<br>Population: 536949.0<br>Death Rate Per 100,000: 41.0<br>"
149,District of Columbia,DC,2004.0,2004.0,217.0,535911.0,40.0,"District of Columbia<br>Total Deaths: 217.0<br>Population: 535911.0<br>Death Rate Per 100,000: 40.0<br>"
150,District of Columbia,DC,2005.0,2005.0,177.0,535085.0,33.0,"District of Columbia<br>Total Deaths: 177.0<br>Population: 535085.0<br>Death Rate Per 100,000: 33.0<br>"
151,District of Columbia,DC,2006.0,2006.0,209.0,539324.0,39.0,"District of Columbia<br>Total Deaths: 209.0<br>Population: 539324.0<br>Death Rate Per 100,000: 39.0<br>"
152,District of Columbia,DC,2007.0,2007.0,150.0,542546.0,28.0,"District of Columbia<br>Total Deaths: 150.0<br>Population: 542546.0<br>Death Rate Per 100,000: 28.0<br>"
153,District of Columbia,DC,2008.0,2008.0,150.0,547512.0,27.0,"District of Columbia<br>Total Deaths: 150.0<br>Population: 547512.0<br>Death Rate Per 100,000: 27.0<br>"
154,District of Columbia,DC,2009.0,2009.0,109.0,559521.0,19.0,"District of Columbia<br>Total Deaths: 109.0<br>Population: 559521.0<br>Death Rate Per 100,000: 19.0<br>"
155,District of Columbia,DC,2010.0,2010.0,177.0,569110.0,31.0,"District of Columbia<br>Total Deaths: 177.0<br>Population: 569110.0<br>Death Rate Per 100,000: 31.0<br>"
