,State,State Code,Year,Year Code,Deaths,Population,Crude Rate,Text
156,District of Columbia,DC,2011.0,2011.0,169.0,581833.0,29.0,"District of Columbia<br>Total Deaths: 169.0<br>Population: 581833.0<br>Death Rate Per 100,000: 29.0<br>"
157,District of Columbia,DC,2012.0,2012.0,159.0,593447.0,27.0,"District of Columbia<br>Total Deaths: 159.0<br>Population: 593447.0<br>Death Rate Per 100,000: 27.0<br>"
158,District of Columbia,DC,2013.0,2013.0,177.0,605482.0,29.0,"District of Columbia<br>Total Deaths: 177.0<br>Population: 605482.0<br>Death Rate Per 100,000: 29.0<br>"
159,District of Columbia,DC,2014.0,2014.0,172.0,615999.0,28.0,"District of Columbia<br>Total Deaths: 172.0<br>Population: 615999.0<br>Death Rate Per 100,000: 28.0<br>"
160,District of Columbia,DC,2015.0,2015.0,210.0,628876.0,33.0,"District of Columbia<br>Total Deaths: 210.0<br>Population: 628876.0<br>Death Rate Per 100,000: 33.0<br>"
161,District of Columbia,DC,2016.0,2016.0,356.0,637663.0,56.0,"District of Columbia<br>Total Deaths: 356.0<br>Population: 637663.0<br>Death Rate Per 100,000: 56.0<br>"
162,Florida,FL,1999.0,1999.0,2340.0,14817648.0,16.0,"Florida<br>Total Deaths: 2340.0<br>Population: 14817648.0<br>Death Rate Per 100,000: 16.0<br>"
163,Florida,FL,2000.0,2000.0,2575.0,15036555.0,17.0,"Florida<br>Total Deaths: 2575.0<br>Population: 15036555.0<br>Death Rate Per 100,000: 17.0<br>"
164,Florida,FL,2001.0,2001.0,3236.0,15388977.0,21.0,"Florida<br>Total Deaths: 3236.0<br>Population: 15388977.0<br>Death Rate Per 100,000: 21.0<br>"
165,Florida,FL,2002.0,2002.0,3461.0,15698572.0,22.0,"Florida<br>Total Deaths: 3461.0<br>Population: 15698572.0<br>Death Rate Per 100,000: 22.0<br>"
166,Florida,FL,2003.0,2003.0,3635.0,15992650.0,23.0,"Florida<br>Total Deaths: 3635.0<br>Population: 15992650.0<br>Death Rate Per 100,000: 23.0<br>"
167,Florida,FL,2004.0,2004.0,3930.0,16375149.0,24.0,"Florida<br>Total Deaths: 3930.0<br>Population: 16375149.0<br>Death Rate Per 100,000: 24.0<br>"
168,Florida,FL,2005.0,2005.0,4273.0,16772101.0,25.0,"Florida<br>Total Deaths: 4273.0<br>Population: 16772101.0<br>Death Rate Per 100,000: 25.0<br>"
169,Florida,FL,2006.0,2006.0,4667.0,17085794.0,27.0,"Florida<br>Total Deaths: 4667.0<br>Population: 17085794.0<br>Death Rate Per 100,000: 27.0<br>"
170,Florida,FL,2007.0,2007.0,4696.0,17281602.0,27.0,"Florida<br>Total Deaths: 4696.0<br>Population: 17281602.0<br>Death Rate Per 100,000: 27.0<br>"
171,Florida,FL,2008.0,2008.0,4854.0,17441726.0,28.0,"Florida<br>Total Deaths: 4854.0<br>Population: 17441726.0<br>Death Rate Per 100,000: 28.0<br>"
172,Florida,FL,2009.0,2009.0,4874.0,17573822.0,28.0,"Florida<br>Total Deaths: 4874.0<br>Population: 17573822.0<br>Death Rate Per 100,000: 28.0<br>"
173,Florida,FL,2010.0,2010.0,4928.0,17727804.0,28.0,"Florida<br>Total Deaths: 4928.0<br>Population: 17727804.0<br>Death Rate Per 100,000: 28.0<br>"
174,Florida,FL,2011.0,2011.0,4884.0,17982700.0,27.0,"Florida<br>Total Deaths: 4884.0<br>Population: 17982700.0<br>Death Rate Per 100,000: 27.0<br>"
175,Florida,FL,2012.0,2012.0,4656.0,18246105.0,26.0,"Florida<br>Total Deaths: 4656.0<br>Population: 18246105.0<br>Death Rate Per 100,000: 26.0<br>"
176,Florida,FL,2013.0,2013.0,4668.0,18474547.0,25.0,"Florida<br>Total Deaths: 4668.0<br>Population: 18474547.0<br>Death Rate Per 100,000: 25.0<br>"
177,Florida,FL,2014.0,2014.0,5168.0,18808948.0,27.0,"Florida<br>Total Deaths: 5168.0<br>Population: 18808948.0<br>Death Rate Per 100,000: 27.0<br>"
178,Florida,FL,2015.0,2015.0,5858.0,19170201.0,31.0,"Florida<br>Total Deaths: 5858.0<br>Population: 19170201.0<br>Death Rate Per 100,000: 31.0<br>"
179,Florida,FL,2016.0,2016.0,7619.0,19486303.0,39.0,"Florida<br>Total Deaths: 7619.0<br>Population: 19486303.0<br>Death Rate Per 100,000: 39.0<br>"
180,Georgia,GA,1999.0,1999.0,820.0,7462997.0,11.0,"Georgia<br>Total Deaths: 820.0<br>Population: 7462997.0<br>Death Rate Per 100,000: 11.0<br>"
181,Georgia,GA,2000.0,2000.0,916.0,7591303.0,12.0,"Georgia<br>Total Deaths: 916.0<br>Population: 7591303.0<br>Death Rate Per 100,000: 12.0<br>"
182,Georgia,GA,2001.0,2001.0,1089.0,7762295.0,14.0,"Georgia<br>Total Deaths: 1089.0<br>Population: 7762295.0<br>Death Rate Per 100,000: 14.0<br>"
183,Georgia,GA,2002.0,2002.0,1148.0,7878777.0,15.0,"Georgia<br>Total Deaths: 1148.0<br>Population: 7878777.0<br>Death Rate Per 100,000: 15.0<br>"
184,Georgia,GA,2003.0,2003.0,1182.0,7980488.0,15.0,"Georgia<br>Total Deaths: 1182.0<br>Population: 7980488.0<br>Death Rate Per 100,000: 15.0<br>"
185,Georgia,GA,2004.0,2004.0,1284.0,8113634.0,16.0,"Georgia<br>Total Deaths: 1284.0<br>Population: 8113634.0<br>Death Rate Per 100,000: 16.0<br>"
186,Georgia,GA,2005.0,2005.0,1323.0,8256215.0,16.0,"Georgia<br>Total Deaths: 1323.0<br>Population: 8256215.0<br>Death Rate Per 100,000: 16.0<br>"
187,Georgia,GA,2006.0,2006.0,1410.0,8476958.0,17.0,"Georgia<br>Total Deaths: 1410.0<br>Population: 8476958.0<br>Death Rate Per 100,000: 17.0<br>"
188,Georgia,GA,2007.0,2007.0,1474.0,8655991.0,17.0,"Georgia<br>Total Deaths: 1474.0<br>Population: 8655991.0<br>Death Rate Per 100,000: 17.0<br>"
189,Georgia,GA,2008.0,2008.0,1452.0,8804512.0,16.0,"Georgia<br>Total Deaths: 1452.0<br>Population: 8804512.0<br>Death Rate Per 100,000: 16.0<br>"
190,Georgia,GA,2009.0,2009.0,1568.0,8928094.0,18.0,"Georgia<br>Total Deaths: 1568.0<br>Population: 8928094.0<br>Death Rate Per 100,000: 18.0<br>"
191,Georgia,GA,2010.0,2010.0,1750.0,9000868.0,19.0,"Georgia<br>Total Deaths: 1750.0<br>Population: 9000868.0<br>Death Rate Per 100,000: 19.0<br>"
192,Georgia,GA,2011.0,2011.0,1702.0,9131759.0,19.0,"Georgia<br>Total Deaths: 1702.0<br>Population: 9131759.0<br>Death Rate Per 100,000: 19.0<br>"
193,Georgia,GA,2012.0,2012.0,1744.0,9244913.0,19.0,"Georgia<br>Total Deaths: 1744.0<br>Population: 9244913.0<br>Death Rate Per 100,000: 19.0<br>"
194,Georgia,GA,2013.0,2013.0,1831.0,9323659.0,20.0,"Georgia<br>Total Deaths: 1831.0<br>Population: 9323659.0<br>Death Rate Per 100,000: 20.0<br>"
195,Georgia,GA,2014.0,2014.0,1940.0,9434668.0,21.0,"Georgia<br>Total Deaths: 1940.0<br>Population: 9434668.0<br>Death Rate Per 100,000: 21.0<br>"
196,Georgia,GA,2015.0,2015.0,2094.0,9554815.0,22.0,"Georgia<br>Total Deaths: 2094.0<br>Population: 9554815.0<br>Death Rate Per 100,000: 22.0<br>"
197,Georgia,GA,2016.0,2016.0,2247.0,9649532.0,23.0,"Georgia<br>Total Deaths: 2247.0<br>Population: 9649532.0<br>Death Rate Per 100,000: 23.0<br>"
198,Hawaii,HI,1999.0,1999.0,121.0,1130555.0,11.0,"Hawaii<br>Total Deaths: 121.0<br>Population: 1130555.0<br>Death Rate Per 100,000: 11.0<br>"
199,Hawaii,HI,2000.0,2000.0,102.0,1133374.0,9.0,"Hawaii<br>Total Deaths: 102.0<br>Population: 1133374.0<br>Death Rate Per 100,000: 9.0<br>"
200,Hawaii,HI,2001.0,2001.0,118.0,1148324.0,10.0,"Hawaii<br>Total Deaths: 118.0<br>Population: 1148324.0<br>Death Rate Per 100,000: 10.0<br>"
201,Hawaii,HI,2002.0,2002.0,129.0,1161169.0,11.0,"Hawaii<br>Total Deaths: 129.0<br>Population: 1161169.0<br>Death Rate Per 100,000: 11.0<br>"
202,Hawaii,HI,2003.0,2003.0,133.0,1171632.0,11.0,"Hawaii<br>Total Deaths: 133.0<br>Population: 1171632.0<br>Death Rate Per 100,000: 11.0<br>"
203,Hawaii,HI,2004.0,2004.0,194.0,1191626.0,16.0,"Hawaii<br>Total Deaths: 194.0<br>Population: 1191626.0<br>Death Rate Per 100,000: 16.0<br>"
204,Hawaii,HI,2005.0,2005.0,192.0,1209598.0,16.0,"Hawaii<br>Total Deaths: 192.0<br>Population: 1209598.0<br>Death Rate Per 100,000: 16.0<br>"
205,Hawaii,HI,2006.0,2006.0,196.0,1225355.0,16.0,"Hawaii<br>Total Deaths: 196.0<br>Population: 1225355.0<br>Death Rate Per 100,000: 16.0<br>"
206,Hawaii,HI,2007.0,2007.0,224.0,1229583.0,18.0,"Hawaii<br>Total Deaths: 224.0<br>Population: 1229583.0<br>Death Rate Per 100,000: 18.0<br>"
207,Hawaii,HI,2008.0,2008.0,204.0,1244359.0,16.0,"Hawaii<br>Total Deaths: 204.0<br>Population: 1244359.0<br>Death Rate Per 100,000: 16.0<br>"
208,Hawaii,HI,2009.0,2009.0,242.0,1258840.0,19.0,"Hawaii<br>Total Deaths: 242.0<br>Population: 1258840.0<br>Death Rate Per 100,000: 19.0<br>"
209,Hawaii,HI,2010.0,2010.0,241.0,1272894.0,19.0,"Hawaii<br>Total Deaths: 241.0<br>Population: 1272894.0<br>Death Rate Per 100,000: 19.0<br>"
210,Hawaii,HI,2011.0,2011.0,277.0,1286305.0,22.0,"Hawaii<br>Total Deaths: 277.0<br>Population: 1286305.0<br>Death Rate Per 100,000: 22.0<br>"
211,Hawaii,HI,2012.0,2012.0,243.0,1303164.0,19.0,"Hawaii<br>Total Deaths: 243.0<br>Population: 1303164.0<br>Death Rate Per 100,000: 19.0<br>"
212,Hawaii,HI,2013.0,2013.0,237.0,1313284.0,18.0,"Hawaii<br>Total Deaths: 237.0<br>Population: 1313284.0<br>Death Rate Per 100,000: 18.0<br>"
213,Hawaii,HI,2014.0,2014.0,261.0,1328081.0,20.0,"Hawaii<br>Total Deaths: 261.0<br>Population: 1328081.0<br>Death Rate Per 100,000: 20.0<br>"
214,Hawaii,HI,2015.0,2015.0,270.0,1339191.0,20.0,"Hawaii<br>Total Deaths: 270.0<br>Population: 1339191.0<br>Death Rate Per 100,000: 20.0<br>"
215,Hawaii,HI,2016.0,2016.0,304.0,1337022.0,23.0,"Hawaii<br>Total Deaths: 304.0<br>Population: 1337022.0<br>Death Rate Per 100,000: 23.0<br>"
216,Idaho,ID,1999.0,1999.0,140.0,1179488.0,12.0,"Idaho<br>Total Deaths: 140.0<br>Population: 1179488.0<br>Death Rate Per 100,000: 12.0<br>"
217,Idaho,ID,2000.0,2000.0,175.0,1196310.0,15.0,"Idaho<br>Total Deaths: 175.0<br>Population: 1196310.0<br>Death Rate Per 100,000: 15.0<br>"
218,Idaho,ID,2001.0,2001.0,222.0,1220080.0,18.0,"Idaho<br>Total Deaths: 222.0<br>Population: 1220080.0<br>Death Rate Per 100,000: 18.0<br>"
219,Idaho,ID,2002.0,2002.0,244.0,1238618.0,20.0,"Idaho<br>Total Deaths: 244.0<br>Population: 1238618.0<br>Death Rate Per 100,000: 20.0<br>"
220,Idaho,ID,2003.0,2003.0,253.0,1259072.0,20.0,"Idaho<br>Total Deaths: 253.0<br>Population: 1259072.0<br>Death Rate Per 100,000: 20.0<br>"
221,Idaho,ID,2004.0,2004.0,232.0,1284563.0,18.0,"Idaho<br>Total Deaths: 232.0<br>Population: 1284563.0<br>Death Rate Per 100,000: 18.0<br>"
222,Idaho,ID,2005.0,2005.0,253.0,1317205.0,19.0,"Idaho<br>Total Deaths: 253.0<br>Population: 1317205.0<br>Death Rate Per 100,000: 19.0<br>"
223,Idaho,ID,2006.0,2006.0,276.0,1353970.0,20.0,"Idaho<br>Total Deaths: 276.0<br>Population: 1353970.0<br>Death Rate Per 100,000: 20.0<br>"
224,Idaho,ID,2007.0,2007.0,285.0,1386337.0,21.0,"Idaho<br>Total Deaths: 285.0<br>Population: 1386337.0<br>Death Rate Per 100,000: 21.0<br>"
225,Idaho,ID,2008.0,2008.0,324.0,1412748.0,23.0,"Idaho<br>Total Deaths: 324.0<br>Population: 1412748.0<br>Death Rate Per 100,000: 23.0<br>"
226,Idaho,ID,2009.0,2009.0,348.0,1432610.0,24.0,"Idaho<br>Total Deaths: 348.0<br>Population: 1432610.0<br>Death Rate Per 100,000: 24.0<br>"
227,Idaho,ID,2010.0,2010.0,346.0,1445810.0,24.0,"Idaho<br>Total Deaths: 346.0<br>Population: 1445810.0<br>Death Rate Per 100,000: 24.0<br>"
228,Idaho,ID,2011.0,2011.0,380.0,1465649.0,26.0,"Idaho<br>Total Deaths: 380.0<br>Population: 1465649.0<br>Death Rate Per 100,000: 26.0<br>"
229,Idaho,ID,2012.0,2012.0,406.0,1479756.0,27.0,"Idaho<br>Total Deaths: 406.0<br>Population: 1479756.0<br>Death Rate Per 100,000: 27.0<br>"
230,Idaho,ID,2013.0,2013.0,432.0,1498649.0,29.0,"Idaho<br>Total Deaths: 432.0<br>Population: 1498649.0<br>Death Rate Per 100,000: 29.0<br>"
231,Idaho,ID,2014.0,2014.0,448.0,1520632.0,29.0,"Idaho<br>Total Deaths: 448.0<br>Population: 1520632.0<br>Death Rate Per 100,000: 29.0<br>"
232,Idaho,ID,2015.0,2015.0,462.0,1542007.0,30.0,"Idaho<br>Total Deaths: 462.0<br>Population: 1542007.0<br>Death Rate Per 100,000: 30.0<br>"
233,Idaho,ID,2016.0,2016.0,481.0,1567851.0,31.0,"Idaho<br>Total Deaths: 481.0<br>Population: 1567851.0<br>Death Rate Per 100,000: 31.0<br>"
234,Illinois,IL,1999.0,1999.0,1511.0,11477054.0,13.0,"Illinois<br>Total Deaths: 1511.0<br>Population: 11477054.0<br>Death Rate Per 100,000: 13.0<br>"
235,Illinois,IL,2000.0,2000.0,1471.0,11542744.0,13.0,"Illinois<br>Total Deaths: 1471.0<br>Population: 11542744.0<br>Death Rate Per 100,000: 13.0<br>"
236,Illinois,IL,2001.0,2001.0,1560.0,11614506.0,13.0,"Illinois<br>Total Deaths: 1560.0<br>Population: 11614506.0<br>Death Rate Per 100,000: 13.0<br>"
237,Illinois,IL,2002.0,2002.0,1611.0,11652795.0,14.0,"Illinois<br>Total Deaths: 1611.0<br>Population: 11652795.0<br>Death Rate Per 100,000: 14.0<br>"
238,Illinois,IL,2003.0,2003.0,1436.0,11684176.0,12.0,"Illinois<br>Total Deaths: 1436.0<br>Population: 11684176.0<br>Death Rate Per 100,000: 12.0<br>"
239,Illinois,IL,2004.0,2004.0,1672.0,11718142.0,14.0,"Illinois<br>Total Deaths: 1672.0<br>Population: 11718142.0<br>Death Rate Per 100,000: 14.0<br>"
240,Illinois,IL,2005.0,2005.0,1710.0,11744197.0,15.0,"Illinois<br>Total Deaths: 1710.0<br>Population: 11744197.0<br>Death Rate Per 100,000: 15.0<br>"
241,Illinois,IL,2006.0,2006.0,2033.0,11790173.0,17.0,"Illinois<br>Total Deaths: 2033.0<br>Population: 11790173.0<br>Death Rate Per 100,000: 17.0<br>"
242,Illinois,IL,2007.0,2007.0,1867.0,11844539.0,16.0,"Illinois<br>Total Deaths: 1867.0<br>Population: 11844539.0<br>Death Rate Per 100,000: 16.0<br>"
243,Illinois,IL,2008.0,2008.0,2118.0,11899375.0,18.0,"Illinois<br>Total Deaths: 2118.0<br>Population: 11899375.0<br>Death Rate Per 100,000: 18.0<br>"
244,Illinois,IL,2009.0,2009.0,2172.0,11956503.0,18.0,"Illinois<br>Total Deaths: 2172.0<br>Population: 11956503.0<br>Death Rate Per 100,000: 18.0<br>"
245,Illinois,IL,2010.0,2010.0,2033.0,11995055.0,17.0,"Illinois<br>Total Deaths: 2033.0<br>Population: 11995055.0<br>Death Rate Per 100,000: 17.0<br>"
246,Illinois,IL,2011.0,2011.0,2233.0,12041021.0,19.0,"Illinois<br>Total Deaths: 2233.0<br>Population: 12041021.0<br>Death Rate Per 100,000: 19.0<br>"
247,Illinois,IL,2012.0,2012.0,2438.0,12058977.0,20.0,"Illinois<br>Total Deaths: 2438.0<br>Population: 12058977.0<br>Death Rate Per 100,000: 20.0<br>"
248,Illinois,IL,2013.0,2013.0,2420.0,12083116.0,20.0,"Illinois<br>Total Deaths: 2420.0<br>Population: 12083116.0<br>Death Rate Per 100,000: 20.0<br>"
249,Illinois,IL,2014.0,2014.0,2622.0,12089895.0,22.0,"Illinois<br>Total Deaths: 2622.0<br>Population: 12089895.0<br>Death Rate Per 100,000: 22.0<br>"
250,Illinois,IL,2015.0,2015.0,2814.0,12076333.0,23.0,"Illinois<br>Total Deaths: 2814.0<br>Population: 12076333.0<br>Death Rate Per 100,000: 23.0<br>"
251,Illinois,IL,2016.0,2016.0,3567.0,12029028.0,30.0,"Illinois<br>Total Deaths: 3567.0<br>Population: 12029028.0<br>Death Rate Per 100,000: 30.0<br>"
252,Indiana,IN,1999.0,1999.0,557.0,5624064.0,10.0,"Indiana<br>Total Deaths: 557.0<br>Population: 5624064.0<br>Death Rate Per 100,000: 10.0<br>"
253,Indiana,IN,2000.0,2000.0,635.0,5657270.0,11.0,"Indiana<br>Total Deaths: 635.0<br>Population: 5657270.0<br>Death Rate Per 100,000: 11.0<br>"
254,Indiana,IN,2001.0,2001.0,657.0,5702521.0,12.0,"Indiana<br>Total Deaths: 657.0<br>Population: 5702521.0<br>Death Rate Per 100,000: 12.0<br>"
255,Indiana,IN,2002.0,2002.0,668.0,5730253.0,12.0,"Indiana<br>Total Deaths: 668.0<br>Population: 5730253.0<br>Death Rate Per 100,000: 12.0<br>"
256,Indiana,IN,2003.0,2003.0,826.0,5769939.0,14.0,"Indiana<br>Total Deaths: 826.0<br>Population: 5769939.0<br>Death Rate Per 100,000: 14.0<br>"
257,Indiana,IN,2004.0,2004.0,930.0,5804162.0,16.0,"Indiana<br>Total Deaths: 930.0<br>Population: 5804162.0<br>Death Rate Per 100,000: 16.0<br>"
258,Indiana,IN,2005.0,2005.0,984.0,5848999.0,17.0,"Indiana<br>Total Deaths: 984.0<br>Population: 5848999.0<br>Death Rate Per 100,000: 17.0<br>"
259,Indiana,IN,2006.0,2006.0,1101.0,5902732.0,19.0,"Indiana<br>Total Deaths: 1101.0<br>Population: 5902732.0<br>Death Rate Per 100,000: 19.0<br>"
260,Indiana,IN,2007.0,2007.0,1138.0,5946204.0,19.0,"Indiana<br>Total Deaths: 1138.0<br>Population: 5946204.0<br>Death Rate Per 100,000: 19.0<br>"
261,Indiana,IN,2008.0,2008.0,1240.0,5988733.0,21.0,"Indiana<br>Total Deaths: 1240.0<br>Population: 5988733.0<br>Death Rate Per 100,000: 21.0<br>"
262,Indiana,IN,2009.0,2009.0,1308.0,6024596.0,22.0,"Indiana<br>Total Deaths: 1308.0<br>Population: 6024596.0<br>Death Rate Per 100,000: 22.0<br>"
263,Indiana,IN,2010.0,2010.0,1398.0,6049727.0,23.0,"Indiana<br>Total Deaths: 1398.0<br>Population: 6049727.0<br>Death Rate Per 100,000: 23.0<br>"
264,Indiana,IN,2011.0,2011.0,1500.0,6087058.0,25.0,"Indiana<br>Total Deaths: 1500.0<br>Population: 6087058.0<br>Death Rate Per 100,000: 25.0<br>"
265,Indiana,IN,2012.0,2012.0,1551.0,6111831.0,25.0,"Indiana<br>Total Deaths: 1551.0<br>Population: 6111831.0<br>Death Rate Per 100,000: 25.0<br>"
266,Indiana,IN,2013.0,2013.0,1650.0,6150087.0,27.0,"Indiana<br>Total Deaths: 1650.0<br>Population: 6150087.0<br>Death Rate Per 100,000: 27.0<br>"
267,Indiana,IN,2014.0,2014.0,1825.0,6177368.0,30.0,"Indiana<br>Total Deaths: 1825.0<br>Population: 6177368.0<br>Death Rate Per 100,000: 30.0<br>"
268,Indiana,IN,2015.0,2015.0,1996.0,6200190.0,32.0,"Indiana<br>Total Deaths: 1996.0<br>Population: 6200190.0<br>Death Rate Per 100,000: 32.0<br>"
269,Indiana,IN,2016.0,2016.0,2280.0,6211066.0,37.0,"Indiana<br>Total Deaths: 2280.0<br>Population: 6211066.0<br>Death Rate Per 100,000: 37.0<br>"
270,Iowa,IA,1999.0,1999.0,212.0,2730904.0,8.0,"Iowa<br>Total Deaths: 212.0<br>Population: 2730904.0<br>Death Rate Per 100,000: 8.0<br>"
271,Iowa,IA,2000.0,2000.0,214.0,2737911.0,8.0,"Iowa<br>Total Deaths: 214.0<br>Population: 2737911.0<br>Death Rate Per 100,000: 8.0<br>"
272,Iowa,IA,2001.0,2001.0,248.0,2743889.0,9.0,"Iowa<br>Total Deaths: 248.0<br>Population: 2743889.0<br>Death Rate Per 100,000: 9.0<br>"
273,Iowa,IA,2002.0,2002.0,263.0,2746780.0,10.0,"Iowa<br>Total Deaths: 263.0<br>Population: 2746780.0<br>Death Rate Per 100,000: 10.0<br>"
274,Iowa,IA,2003.0,2003.0,275.0,2753277.0,10.0,"Iowa<br>Total Deaths: 275.0<br>Population: 2753277.0<br>Death Rate Per 100,000: 10.0<br>"
275,Iowa,IA,2004.0,2004.0,288.0,2764230.0,10.0,"Iowa<br>Total Deaths: 288.0<br>Population: 2764230.0<br>Death Rate Per 100,000: 10.0<br>"
276,Iowa,IA,2005.0,2005.0,347.0,2774048.0,13.0,"Iowa<br>Total Deaths: 347.0<br>Population: 2774048.0<br>Death Rate Per 100,000: 13.0<br>"
277,Iowa,IA,2006.0,2006.0,384.0,2789333.0,14.0,"Iowa<br>Total Deaths: 384.0<br>Population: 2789333.0<br>Death Rate Per 100,000: 14.0<br>"
278,Iowa,IA,2007.0,2007.0,423.0,2802659.0,15.0,"Iowa<br>Total Deaths: 423.0<br>Population: 2802659.0<br>Death Rate Per 100,000: 15.0<br>"
279,Iowa,IA,2008.0,2008.0,419.0,2817482.0,15.0,"Iowa<br>Total Deaths: 419.0<br>Population: 2817482.0<br>Death Rate Per 100,000: 15.0<br>"
280,Iowa,IA,2009.0,2009.0,443.0,2831602.0,16.0,"Iowa<br>Total Deaths: 443.0<br>Population: 2831602.0<br>Death Rate Per 100,000: 16.0<br>"
281,Iowa,IA,2010.0,2010.0,491.0,2844232.0,17.0,"Iowa<br>Total Deaths: 491.0<br>Population: 2844232.0<br>Death Rate Per 100,000: 17.0<br>"
282,Iowa,IA,2011.0,2011.0,521.0,2862956.0,18.0,"Iowa<br>Total Deaths: 521.0<br>Population: 2862956.0<br>Death Rate Per 100,000: 18.0<br>"
283,Iowa,IA,2012.0,2012.0,541.0,2877820.0,19.0,"Iowa<br>Total Deaths: 541.0<br>Population: 2877820.0<br>Death Rate Per 100,000: 19.0<br>"
284,Iowa,IA,2013.0,2013.0,598.0,2895690.0,21.0,"Iowa<br>Total Deaths: 598.0<br>Population: 2895690.0<br>Death Rate Per 100,000: 21.0<br>"
285,Iowa,IA,2014.0,2014.0,633.0,2911786.0,22.0,"Iowa<br>Total Deaths: 633.0<br>Population: 2911786.0<br>Death Rate Per 100,000: 22.0<br>"
286,Iowa,IA,2015.0,2015.0,676.0,2927118.0,23.0,"Iowa<br>Total Deaths: 676.0<br>Population: 2927118.0<br>Death Rate Per 100,000: 23.0<br>"
287,Iowa,IA,2016.0,2016.0,717.0,2935278.0,24.0,"Iowa<br>Total Deaths: 717.0<br>Population: 2935278.0<br>Death Rate Per 100,000: 24.0<br>"
288,Kansas,KS,1999.0,1999.0,231.0,2491136.0,9.0,"Kansas<br>Total Deaths: 231.0<br>Population: 2491136.0<br>Death Rate Per 100,000: 9.0<br>"
289,Kansas,KS,2000.0,2000.0,248.0,2499710.0,10.0,"Kansas<br>Total Deaths: 248.0<br>Population: 2499710.0<br>Death Rate Per 100,000: 10.0<br>"
290,Kansas,KS,2001.0,2001.0,305.0,2513573.0,12.0,"Kansas<br>Total Deaths: 305.0<br>Population: 2513573.0<br>Death Rate Per 100,000: 12.0<br>"
291,Kansas,KS,2002.0,2002.0,359.0,2523038.0,14.0,"Kansas<br>Total Deaths: 359.0<br>Population: 2523038.0<br>Death Rate Per 100,000: 14.0<br>"
292,Kansas,KS,2003.0,2003.0,367.0,2530820.0,15.0,"Kansas<br>Total Deaths: 367.0<br>Population: 2530820.0<br>Death Rate Per 100,000: 15.0<br>"
293,Kansas,KS,2004.0,2004.0,403.0,2541623.0,16.0,"Kansas<br>Total Deaths: 403.0<br>Population: 2541623.0<br>Death Rate Per 100,000: 16.0<br>"
294,Kansas,KS,2005.0,2005.0,458.0,2552302.0,18.0,"Kansas<br>Total Deaths: 458.0<br>Population: 2552302.0<br>Death Rate Per 100,000: 18.0<br>"
295,Kansas,KS,2006.0,2006.0,473.0,2569724.0,18.0,"Kansas<br>Total Deaths: 473.0<br>Population: 2569724.0<br>Death Rate Per 100,000: 18.0<br>"
296,Kansas,KS,2007.0,2007.0,503.0,2587544.0,19.0,"Kansas<br>Total Deaths: 503.0<br>Population: 2587544.0<br>Death Rate Per 100,000: 19.0<br>"
297,Kansas,KS,2008.0,2008.0,446.0,2608590.0,17.0,"Kansas<br>Total Deaths: 446.0<br>Population: 2608590.0<br>Death Rate Per 100,000: 17.0<br>"
298,Kansas,KS,2009.0,2009.0,542.0,2629937.0,21.0,"Kansas<br>Total Deaths: 542.0<br>Population: 2629937.0<br>Death Rate Per 100,000: 21.0<br>"
299,Kansas,KS,2010.0,2010.0,486.0,2647626.0,18.0,"Kansas<br>Total Deaths: 486.0<br>Population: 2647626.0<br>Death Rate Per 100,000: 18.0<br>"
300,Kansas,KS,2011.0,2011.0,547.0,2667583.0,21.0,"Kansas<br>Total Deaths: 547.0<br>Population: 2667583.0<br>Death Rate Per 100,000: 21.0<br>"
301,Kansas,KS,2012.0,2012.0,566.0,2682638.0,21.0,"Kansas<br>Total Deaths: 566.0<br>Population: 2682638.0<br>Death Rate Per 100,000: 21.0<br>"
302,Kansas,KS,2013.0,2013.0,567.0,2693551.0,21.0,"Kansas<br>Total Deaths: 567.0<br>Population: 2693551.0<br>Death Rate Per 100,000: 21.0<br>"
303,Kansas,KS,2014.0,2014.0,612.0,2703414.0,23.0,"Kansas<br>Total Deaths: 612.0<br>Population: 2703414.0<br>Death Rate Per 100,000: 23.0<br>"
304,Kansas,KS,2015.0,2015.0,627.0,2714161.0,23.0,"Kansas<br>Total Deaths: 627.0<br>Population: 2714161.0<br>Death Rate Per 100,000: 23.0<br>"
305,Kansas,KS,2016.0,2016.0,621.0,2712982.0,23.0,"Kansas<br>Total Deaths: 621.0<br>Population: 2712982.0<br>Death Rate Per 100,000: 23.0<br>"
306,Kentucky,KY,1999.0,1999.0,453.0,3752520.0,12.0,"Kentucky<br>Total Deaths: 453.0<br>Population: 3752520.0<br>Death Rate Per 100,000: 12.0<br>"
307,Kentucky,KY,2000.0,2000.0,519.0,3775868.0,14.0,"Kentucky<br>Total Deaths: 519.0<br>Population: 3775868.0<br>Death Rate Per 100,000: 14.0<br>"
308,Kentucky,KY,2001.0,2001.0,625.0,3801081.0,16.0,"Kentucky<br>Total Deaths: 625.0<br>Population: 3801081.0<br>Death Rate Per 100,000: 16.0<br>"
309,Kentucky,KY,2002.0,2002.0,685.0,3821817.0,18.0,"Kentucky<br>Total Deaths: 685.0<br>Population: 3821817.0<br>Death Rate Per 100,000: 18.0<br>"
310,Kentucky,KY,2003.0,2003.0,828.0,3847032.0,22.0,"Kentucky<br>Total Deaths: 828.0<br>Population: 3847032.0<br>Death Rate Per 100,000: 22.0<br>"
